post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,title,descr
pre2013_61660,20120325,2012,san jose south,san jose,santa clara,2130,1.0,,800,0,$1725 / 1br - 800ft² - Almaden Condo prime location,
6591219593,20180517,2018,alameda,alameda,alameda,1775,1.0,,600,0,1BX1B APARTMENT FOR RENT,
5439901811,20160209,2016,oakland north,oakland,alameda,2700,1.0,,1000,0,Şub 8 NEW ACCESSIBLE SINGLE STORY LOFT   $2700 / 1br - 1000ft2 -    (oakland north / temescal)   resim har.,
pre2013_4951,20071028,2007,potrero hill,san francisco,san francisco,2900,2.0,,,0,$2900 / 2br - Top floort tri-level Live/work loft  415-756-4505,
pre2013_15961,20120124,2012,oakland hills north / montclair,oakland,alameda,2395,2.0,,,0,"$2395 / 2br - All Utilities Paid, Queen Anne Victorian",
pre2013_16418,20120124,2012,castro,san francisco,san francisco,3150,3.0,,750,0,$3150 / 3br - 750ft² - 3  br valencia st 2nd level   high ceilings patio,
pre2013_129882,20041113,2004,concord / pleasant hill / martinez,concord,contra costa,975,2.0,,,0,$975 / 2br - Martinez Victorian House Accross from Suzanna Park ,
5639406071,20160617,2016,santa rosa,santa rosa,sonoma,2245,2.0,,,0,6月 16 New Upscale Lifestyle ! Do You Want The Best In Santa Rosa?   $2245 / 2br -    (santa rosa)   图片 地图    hide this posting restore this posting,
pre2013_27703,20071026,2007,danville / san ramon,san ramon,contra costa,2295,4.0,,,0,$2295 / 4br - JUST REDUCED!!! Nice San Ramon Home With Gardener,
5593130007,20160610,2016,richmond / point / annex,richmond,contra costa,2100,3.0,,1400,0,6月 9 HOUSE FOR RENT   $2100 / 3br - 1400ft2 -    (richmond / point / annex)   地图    hide this posting restore this posting,
pre2013_159604,20060829,2006,oakland hills north / montclair,OAKLAND,alameda,650,0.0,,,0,$650 Small studio Apt. in great Oakland Neighborhood,
pre2013_22800,20120304,2012,los altos,los altos,santa clara,11888,6.0,,6300,0,$11888 / 6br - 6300ft² - Gorgeous Estate 14 years old in Los Altos Hills,
pre2013_60197,20120320,2012,berkeley,berkeley,alameda,1150,0.0,,300,0,"$1150 / 300ft² - Lovely Berkeley Studio - All Utilities, Furnished",
pre2013_45734,20111223,2011,san francisco,san francisco,san francisco,2418,1.0,1.0,990,0,$2418 / 1br - 990ft² - Spacious 990 sq ft 1 Bed 1 Bath home in S. San Francisco ,
pre2013_95847,20040917,2004,sea cliff,san francisco,san francisco,1995,2.0,,,0,$1995 / 2br - New Remodeled Splite Level House **PIC**,
pre2013_66980,20120511,2012,mission district,san francisco,san francisco,2075,0.0,,,0,$2075 Cozy Studio w/ Fireplace and Courtyard! Open House 1-3! $500 Deposit!,
pre2013_89609,20040628,2004,nob hill,san francisco,san francisco,1725,2.0,1.0,,0,"$1725 / 2br - Beautiful, with wood feaures, hdwd floors, sunroom, updated kit/ba",
pre2013_13486,20120109,2012,civic / van ness,san francisco,san francisco,2700,2.0,,,0,$2700 / 2br - With New Carpet & Parking Included,
pre2013_82047,20071026,2007,sausalito,sausalito,marin,3500,3.0,,,0,$3500 / 3br - Sausalito Floating Home(approx 3 months),
pre2013_124534,20040906,2004,campbell,campbell,santa clara,1099,1.0,,,0,$1099 / 1br - AIR CONDITIONING INSIDE YOUR APT! ONLY ONE AT THIS PRICE! ,
pre2013_91396,20040721,2004,civic / van ness,san francisco,san francisco,550,,,,0,$550  - ROOM FOR RENT $550/month,
pre2013_23213,20120306,2012,danville / san ramon,san ramon,contra costa,1250,0.0,,428,0,$1250 / 428ft² - Privately owned studio of your dreams! Beautiful location!,
pre2013_161684,20060616,2006,san jose west,san jose,santa clara,2130,3.0,3.0,,0,$3000 / 3br - Brand New Luxury 4 Bd 3 BA Townhome in Prestigious Siena at Saratoga,
pre2013_158571,20060505,2006,palo alto,palo alto,santa clara,1695,2.0,,,0,"$1695 / 2br - *Great Gated Comm., GE Appl., Pool, Spa, Fitness center (PIC)",
5160475400,20150813,2015,santa clara,santa clara,santa clara,1500,3.0,1.0,1800,0,One ensuite bedroom with full bath rent in a new townhouse,
pre2013_27096,20071011,2007,nob hill,san francisco,san francisco,10500,3.0,2.5,,0,$10500 / 3br - Beautiful Bi-level 3 Bedroom 2.5 Bath Luxury Condo,
5470729289,20160301,2016,dublin / pleasanton,dublin,alameda,2107,1.0,,657,0,"Şub 29 Full Size Stackable Washer Dryer In Unit, Window Coverings   $2107 / 1br - 657ft2 -    (dublin / pleasanton / livermore)   resim har.",
pre2013_108752,20040914,2004,san francisco,san francisco,san francisco,795,,,,0,$795  - Bottom Junior  Apt. in SSF Duplex near Orange Park,
5628051123,20160610,2016,brentwood / oakley / discovery bay,brentwood,contra costa,2300,3.0,,,0,6月 9 DISCOVERY BAY RENTAL LIST FREE   $2300 / 3br -    (discovery bay)   地图    hide this posting restore this posting,
pre2013_150963,20060206,2006,oakland east,oakland,alameda,975,2.0,,,0,$975  - Free one month rent! remodeled 2-br on 38 Ave (Oakland east) (oakland,
5291318539,20151029,2015,san jose central,san jose,santa clara,2130,2.0,,980,0,2 HOMES IN SAN JOSE LEFT WITH 2 MONTHS FREE!!!!,
pre2013_125861,20040922,2004,sausalito,sausalito,marin,1300,1.0,,,0,$1300 / 1br - Sausalito Apartment with view ,
4818673839,20141230,2014,fairfield / vacaville,fairfield,solano,1950,4.0,2.5,1930,0,Great home for rent in Cordelia.,"COMMING SOON!  Great home for rent in Cordelia. 4 bedrooms with 2.5 bathrooms over 1900 square feet. This home is in a prime location with schools and highway access nearby. It will move fast! $35 application fee and $150 Portal Service and Inspection (P.S.I.) fee due upon move-in. Visit PropertyManagementSelect.com or callÂ  show contact info $150 Portal Service and Inspection (P.S.I.) fee due upon move-in. Like us on Facebook, or follow us on Twitter! Availability and terms may be subject to change. BRE 01929055"
pre2013_27714,20071026,2007,san mateo,san mateo,san mateo,1995,1.0,,,0,"$1995 / 1br - BRAND NEW, BEAUTY***AVR REALTY INC****",
pre2013_62143,20120326,2012,oakland east,oakland,alameda,1400,3.0,,,0,$1400 / 3br - Looking for 3 Bedrooms? We have it! ,
pre2013_61816,20120325,2012,half moon bay,half moon bay,san mateo,3950,2.0,,2600,0,$3950 / 2br - 2600ft² - Amazing OceanViews-Also Available Furnished,
5515877246,20160411,2016,marina / cow hollow,san francisco,san francisco,7900,2.0,,1800,0,Apr 10 Five Star Luxury Furnished Marina Flat   $7900 / 2br - 1800ft2 -    (marina / cow hollow)   pic map,
pre2013_101970,20041205,2004,outer sunset,san francisco,san francisco,2150,3.0,,,0,$2150 / 3br - 44th Ave - Sunset District,
pre2013_16084,20120124,2012,pittsburg / antioch,pittsburg,contra costa,1800,4.0,,2100,0,$1800 / 4br - 2100ft² - 4/2.5 pool-spa-slide-rv near lakes,
5796536346,20160924,2016,mission district,san francisco,san francisco,2595,2.0,1.0,1000,0,"favorite this post

 9월 23
Newly Remodeled Two Bedroom One Bath For Rent


$2595

                2br -
                1000ft2 -
            

 (mission district)

 사진
                            지도







hide this posting



restore this posting",
pre2013_53517,20120209,2012,dublin / pleasanton,dublin,alameda,1849,2.0,,1027,0,"$1849 / 2br - 1027ft² - Be Sweet With A Sweet Deal On Valentines Day, No Rent Until 03/12",
pre2013_83688,20061018,2006,san jose east,san jose,santa clara,2130,3.0,,,0,$2050 / 3br - house for rent in evergreen,
pre2013_66296,20120427,2012,pittsburg / antioch,pittsburg,contra costa,1300,2.0,,940,0,$1300 / 2br - 940ft² - CONDO FOR LEASE,
pre2013_63643,20120330,2012,milpitas,milpitas,santa clara,2200,3.0,,1370,0,"$2200 / 3br - 1370ft² - 1827 Snell Place, Milpitas---Open House Sunday 4/1 12noon-2pm!",
pre2013_44909,20111221,2011,oakland north,oakland,alameda,2700,4.0,,1600,0,"$2700 / 4br - 1600ft² - SPACIOUS REMODELED NEAR PETE'S COFFEE, GENOVA DELI, WALK T O BART....",
pre2013_16859,20120130,2012,morgan hill,morgan hill,santa clara,2200,2.0,2.5,1440,0,$2200 / 2br - 1440ft² - 2br. 2 1/2 bath,
pre2013_148384,20060203,2006,redwood city,redwood city,san mateo,1598,1.0,,,0,$1598 / 1br - BMR Available for Immediate Move-in!,
pre2013_34796,20111115,2011,san mateo,san mateo,san mateo,1425,1.0,,703,0,"$1425 / 1br - 703ft² - $1425 1 Br, Spacious West Side-Quiet",
pre2013_124215,20040903,2004,oakland lake merritt / downtown,oakland,alameda,495,0.0,,,0,$495  - Freshly painted Studio - Downtown ,
pre2013_132157,20041211,2004,palo alto,palo alto,santa clara,1500,,,,0,$1500  - Best Schools Super Clean/Convenient/Safe/Spacious/Yard ,
pre2013_8810,20110106,2011,pittsburg / antioch,pittsburg,contra costa,895,2.0,,,0,$895 / 2br - Remodeled apartment in a single-story complex near Hwy 4! ,
pre2013_33966,20111113,2011,larkspur,larkspur,marin,2850,2.0,,,0,$2850 / 2br - We would be happy to help you find a home,
pre2013_123156,20040823,2004,berkeley,berkeley,alameda,1450,2.0,,,0,$1450 / 2br - Cute 2 Story Apt w/private yard and in unit laundry- MUST SEE ,
pre2013_90948,20040717,2004,diamond heights,san francisco,san francisco,1700,1.0,,,0,$1700 / 1br - Large Remodeled Contemporary 1 BR View Condo,
pre2013_9059,20110106,2011,berkeley,berkeley,alameda,1300,1.0,,,0,"$1300 / 1br - Customize UR lease! Close to Campus, Internet coming soon! ",
pre2013_46267,20111228,2011,sea cliff,san francisco,san francisco,2600,2.0,2.5,,0,$2600 / 2br - 2 Bed. 2 1/2 Bath House in Mid-Richmond,
4257040582,20131224,2013,financial district,san francisco,san francisco,4695,2.0,,799,0,    Dec 23 Check out our free gym membership! Call for details NOW!    $4695 / 2br - 799ft² -    (financial district)   pic map   ,
pre2013_81891,20071026,2007,san jose north,san jose,santa clara,2130,4.0,,2297,0,$2800 / 4br - Fabulous Single Family House(2297 square feet) in Prime Location,
pre2013_128285,20041028,2004,oakland lake merritt / downtown,OAKLAND,alameda,1125,2.0,,,0,"$1125 / 2br - East of Lake Merritt... Near Parkway Theater, Hardwood Floors ",
pre2013_48296,20120105,2012,novato,novato,marin,3300,4.0,,2285,0,$3300 / 4br - 2285ft² - For Lease! Spacious Loma Verde Home,
pre2013_161978,20060629,2006,willow glen / cambrian,cambrian,santa clara,800,1.0,1.0,,0,"$800 / 1br - 1 Bdrm, 1 ba upstairs large apt  Willow Glen",
pre2013_100992,20041121,2004,nob hill,san francisco,san francisco,1000,0.0,,,0,$1000  - Nob Hill Remodel Studio,
pre2013_99068,20041102,2004,lower pac hts,san francisco,san francisco,1350,,,,0,$1350  - Excellent Delux Stuido- Move Special See Inside For  Info (pix),
pre2013_128477,20041030,2004,burlingame / hillsborough,burlingame,san mateo,2400,2.0,1.0,,0,$2400 / 2br - PRIME WESTSIDE HOUSE 2 BEDROOM 1BATH ,
pre2013_14514,20120117,2012,belmont / san carlos,belmont,san mateo,3600,3.0,,,0,$3600 / 3br - Modern Retreat Available Now,
pre2013_30638,20110320,2011,san anselmo,san anselmo,marin,1225,1.0,,,0,$1225 / 1br - outstanding views ,
5309551141,20151120,2015,sf bay area,sf bay area,,3800,3.0,,1716,0,,
pre2013_107244,20040811,2004,san mateo,san mateo,san mateo,1700,3.0,,,0,"$1700 / 3br - 57 E. Hillsdale Blvd., San Mateo",
3562702574,20130122,2013,santa rosa,santa rosa,sonoma,1700,,,1510,0,Rent a house for the cost of an apartment,
pre2013_152324,20060411,2006,oakland hills north / montclair,oakland,alameda,775,0.0,,,0,$775  - Brand new studio in Glenview,
pre2013_50563,20120119,2012,san jose north,san jose,santa clara,2130,3.0,,1305,0,$2430 / 3br - 1305ft² - Top Beauty With Fireplace Available February 8th!,
pre2013_28011,20080412,2008,noe valley,san francisco,san francisco,1750,1.0,,,0,"$1750 / 1br - 1 Bedroom apt, great location, parking available $100 -",
pre2013_142067,20050420,2005,san jose central,san jose,santa clara,2130,1.0,,,0,"$875 / 1br - Like New* Charming Detached, Studio Cottage W/Private Yard* ",
pre2013_6348,20090205,2009,milpitas,milpitas,santa clara,2250,2.0,,,0,$2250 / 2br - Condo For Rent -,
pre2013_9131,20110106,2011,san rafael,san rafael,marin,2375,3.0,2.0,,0,"$2375 / 3br - Terra Linda-3BR/2BA Home, F/P,Gar.,Gard.,& More!",
pre2013_21584,20120225,2012,cupertino,cupertino,santa clara,2495,2.0,,1140,0,"$2495 / 2br - 1140ft² - *UPGRADED Townhome, Move in Bonus. Cupertino Schools.*",
pre2013_162530,20060221,2006,napa county,napa county,---,2000,3.0,,,0,$2000 / 3br - Executive Townhouse with 2 car Garage in Napa,
pre2013_153673,20070122,2007,excelsior / outer mission,san francisco,san francisco,1795,2.0,1.0,,0,$1795 / 2br - **OPEN house** 2 Br/1 Ba HOUSE Tues (1/23/07) 6:00PM SHARP!,
pre2013_98146,20041024,2004,pacific heights,san francisco,san francisco,5500,3.0,2.0,,0,"$5500 / 3br - Pac. Hts., 3 bd., 2 bath, house, bay view, 2-car pk., Victorian",
pre2013_54398,20120223,2012,inner sunset,san francisco,san francisco,1400,1.0,,,0,$1400 / 1br - Brand New One Bed Room In-Law Unit,
pre2013_81329,20071018,2007,oakland hills south,oakland,alameda,1950,2.0,,,0,$1950 / 2br - 448968 This Charming Classic Bungalow is Newly Painted,
pre2013_158284,20060430,2006,oakland lake merritt / downtown,OAKLAND,alameda,1290,2.0,2.0,,0,$1290 / 2br - A 2 Bed/2 Bath Unit ****Perfect for Commuter****A MUST SEE,
pre2013_125880,20040922,2004,san leandro,san leandro,alameda,900,2.0,,,0,$900 / 2br - 5-Plex ,
pre2013_5751,20081221,2008,castro,san francisco,san francisco,4999,4.0,,,0,$4999 / 4br - Beautiful Full Floor Flat with Views (4BR/2BA/2FPs/Pkg.) in Victorian -,
pre2013_5367,20071028,2007,napa county,napa county,---,1200,2.0,,,0,"$1200 / 2br - Great Views, Covered Parking & Storage Unit",
pre2013_65809,20120420,2012,oakland east,oakland,alameda,700,2.0,,900,0,$700 / 2br - 900ft² - Single Family House,
pre2013_96458,20040923,2004,bayview,san francisco,san francisco,2000,2.0,2.0,,0,"$2000 / 2br - 2-Bath 2 Parking,Low Rental,w/ Breathtaking Bay views(3 Com Park)",
pre2013_151368,20060322,2006,union city,union city,alameda,1395,3.0,,,0,"$1395 / 3br - 2171 ERIC COURT #1, UNION CITY---TOWNHOUSE FOR RENT",
pre2013_56104,20120303,2012,mission district,san francisco,san francisco,4500,2.0,2.0,,0,"$4500 / 2br - Spacious, newer 2-bed, 2-ba flat, parking, pets negotiable, great loc",
pre2013_149330,20060409,2006,burlingame / hillsborough,burlingame,san mateo,795,0.0,,,0,$795  - BEST STUDIO APARTMENT IN PRIME  BURLINGAME,
4817161425,20141223,2014,oakland west,oakland,alameda,1360,3.0,2.5,1863,0,"Affordable Three Bedrooms Single Family, 2 1/2 Baths, Newly Redone, Fu",
pre2013_24142,20120314,2012,bernal,san francisco,san francisco,3400,2.0,,1000,0,$3400 / 2br - 1000ft² - Furnished sunny flat with city views - Avail. April 1,
pre2013_6842,20090308,2009,rohnert pk / cotati,rohnert park,sonoma,1300,2.0,1.5,,0,$1300 / 2br - 1.5 baths in spacious townhome -,
pre2013_80966,20071011,2007,san bruno,san bruno,san mateo,1800,2.0,1.5,,0,"$1800 / 2br - 1 1/2 bath, Freshly redone kitchen/bath & floors. Roomy",
pre2013_96382,20040922,2004,civic / van ness,san francisco,san francisco,820,0.0,,,0,$820  - Large Clean Studio in Nice Older Market St. Building,
5382442836,20160101,2016,petaluma,petaluma,sonoma,2160,1.0,,844,0,Ara 31 A journey of a thousand miles must begin with a single step! Move to T   $2160 / 1br - 844ft2 -    (petaluma)   resim har.    [×] [geri al],
pre2013_45214,20111222,2011,oakland lake merritt / downtown,oakland,alameda,1295,1.0,,,0,$1295 / 1br - Spacious split level one bedroom,
pre2013_28239,20080506,2008,dublin / pleasanton,dublin,alameda,1600,4.0,,,0,$1600 / 4br - OPEN HOUSE Saturday May 10th 10:00 am - 1:00 pm -,
6616643080,20180614,2018,oakland east,oakland,alameda,2695,3.0,1.0,,0,"""FULLY REMODELED"" 3 Bdrm, 1 Bath Duplex",
5452309188,20160308,2016,santa rosa,santa rosa,sonoma,1905,2.0,,,0,"Mar 7 GROUND FLOOR w/PRIVATE BACKYARD, PETS OK, RINCON VALLEY!!   $1905 / 2br -    (santa rosa)   resim har.",
pre2013_88976,20040621,2004,castro,san francisco,san francisco,1250,1.0,,,0,$1250 / 1br - 2 - 1 BEDROOM APTS @ 1450 CASTRO and 25TH,
4622368665,20140817,2014,corralitos,corralitos,santa cruz,2400,3.0,,1500,0,Home in Rolling Woods,
pre2013_339,20060707,2006,napa county,napa county,---,3200,2.0,,,0,$3200 / 2br - BEAUTIFUL HACIENDA STYLE SODA CANYON HOME,
pre2013_61790,20120325,2012,oakland east,oakland,alameda,1250,2.0,1.0,1000,0,$1250 / 2br - 1000ft² - 2 bedroom 1 bathroom in duplex,
pre2013_34517,20111115,2011,castro,san francisco,san francisco,2295,1.0,,,0,$2295 / 1br - $2295 beautiful one bedroom in quiet Eureka Valley,
5302399202,20151106,2015,cole valley,san francisco,san francisco,5500,3.0,2.0,,0,ID#1041: Cole Valley Full Top Floor 3BR/2BA Flat w/2-Car Parking,
pre2013_843,20060721,2006,marina / cow hollow,san francisco,san francisco,1500,1.0,1.0,,0,$1500 / 1br -  1 bath APARTMENT in Marina with hardwoods and great location,
pre2013_154047,20070413,2007,sea cliff,san francisco,san francisco,14500,4.0,,,0,$14500 / 4br - Sea Cliff,
pre2013_85674,20031003,2003,palo alto,palo alto,santa clara,1295,2.0,,,0,$1295 / 2br - MOVE IN SPECIAL - 15 MINUTES TO STANFORD,
4644996035,20140831,2014,oakland lake merritt / downtown,oakland,alameda,3098,2.0,,1530,0,The Perfect 2x2.5 Apartment Home@Domain!,
pre2013_68592,20120601,2012,san jose central,san jose,santa clara,2130,0.0,,340,0,$875 / 340ft² - Studio apt. near new City offices,
5171248748,20150813,2015,santa rosa,santa rosa,sonoma,1760,1.0,,630,0,Bring Your Pets! Spacious One Bedroom With In-home Washer &amp; Dryer!,
pre2013_97633,20041019,2004,alamo square,san francisco,san francisco,1695,2.0,,,0,"$1695 / 2br - Alamo Square 2 BR Lndry,Gar Xtra,PHOTOS *OPEN:10/24",
pre2013_128933,20041103,2004,bayview,san francisco,san francisco,950,0.0,,,0,$950  - SUNNY 3RD FLOOR  TASTEFULLY-REMODELED BAYVIEW STUDIO ,
5398758888,20160122,2016,oakland hills north / montclair,oakland,alameda,5000,4.0,,2230,0,Oca 21 Piedmont Side of Montclair Mid-Century 4 Bedroom!   $5000 / 4br - 2230ft2 -    (oakland piedmont / montclair)   resim har.,
